author,text,published_at,like_count
@Paskovich-Tyronyst,Islam KTP doank. Bocil dipaksa mabok dicemplungin ke sumur itu Islam namanya? Kmn ulama pas ada kasus kyk gini? Emg negara tae ini.,2025-07-07T07:15:08Z,1
@arikjayasantoso,Inilah penistaan yg sesungguhnya. Merusak rusuh nyerang umat lain atasnama islam. Yg sebenarnya islam gk pernah mengajarkan¹,2025-07-07T07:15:04Z,0
@ariastagamers1161,Yang trakhir ditangkap ketua pac pdip,2025-07-07T07:15:03Z,0
@prastyawanto,Saya juga punya 1 masalah utama mas guru gembul orang orang dungu kuadrad hampir tidak pernah dan tidak pernah sama sekali nonton konten konten edukasi seperti ini 😂😂😂,2025-07-07T07:14:51Z,0
@rehangemilang-4gl,"Tinggal di deklarasikan gak si secara resmi, regulasinya gimana..terus siarin ke TV2 pelosok biar yg primitive2 tau",2025-07-07T07:14:47Z,0
@giiopran,"nalar rendah, otak kosong",2025-07-07T07:14:42Z,0
@AntoAnto-s3n,Dari BUAH-NYA TERLIHAT POHON-NYA....,2025-07-07T07:14:41Z,0
@istorie.memories,"14:00 kalau pun KDM tetap pakai duit pribadinya, dg alasan jauh lebih ribet jika ingin menurunkan uang negara,  lebih baik tetep bilang aja ""dari pemerintah"". bukan ""uang pribadi"".
terlepas nanti uang pribadi nya diganti dg dana pemerintah klo sdh bisa di turunkan ataupun tidak diganti sama sekali
25:00 , banyak orang masih mikir klo Tuhan yg disembah hanyalah Tuhan dari golongan umatnya sendiri. Pdhl Allah swt juga Tuhan  Semesta Alam, artinya juga Tuhan semua umat manusia, artinya segala yg berputar dalam kehidupan manusia, rezeki umat manusia digerakan oleh Tuhan yang SATU itu, terlepas umat agama lain tidak menyembah Tuhan yg SATU itu.",2025-07-07T07:14:34Z,0
@hsco4797,Ultra dun*u Pro Max 12/1tb,2025-07-07T07:14:29Z,0
@adrianarachmaesti4122,"Sebrang depan rumah kami, mesjid yg dibangun sth 20 th kami tinggal

Bayangkan...setiap Minggu pagi selama 1 jam ada rutin dakwah pake Toa Keluar ..kami ga toleransi gimana coba",2025-07-07T07:14:21Z,0
@WarnitiPriska-g8p,"Fir'aun melarang bangsa Israel untuk ibadah, alhasil mesir dapat tulah, ngeri saudara ku anak sulung meninggal,",2025-07-07T07:13:42Z,0
@amaimon-v2s,dah jelas ini anak buah ono,2025-07-07T07:13:39Z,0
@margarethasidabutar9024,"Pak gembul..ndak semua sih org2 muslim kek gini! TAPI MEMANG BANYAK YG BEGINI!! kami pindah ke suatu perumahan, anak saya yg kecil perempuan klas 5sd waktu itu..kluar naik sepeda...eh..ada rombongan anak2 sebantar anak saya perempuan juga bilang begini...bangsat kristen ngapain disini, tdk ada gereja disini😂..anak saya liat saja sambil bingung! Saat pulang dia cerita bdak nangis sih, saya bilang ke anak saya kamu bicara ndak, ndak aku balas katanya! Bagus! Seperti itu lah org tua mereka😂..itu kata saya! Jgn bergaul dgn mereka, nanti mulut kamu sama seperti anak2 kecil itu! SAYA LARANG ANAK SAYA BERMAIN DGN ANAK ITU, SEDANG TEMEN NYA YG LAIN MAU BERMAIN DGN ANAK SAYA, SAYA BIARKAN! ASAL JGN ANAK ITU, TAKUT NULAR KARAKTER NYA SUDAH JAHAT! 🙏👍",2025-07-07T07:13:32Z,0
@doumoz-dc4nk,i indonesia emas 2,2025-07-07T07:13:31Z,0
@rinaldim8922,Harusnya ulama dan ustad2 terkenal Indonesia mereaksi dan berkomentar soal ini,2025-07-07T07:13:18Z,0
@ArtShare-15,"Jangan salahkan agamanya bung,
Agama itu untuk orang "" berfikir tapi bukan seperti ini harusnya.",2025-07-07T07:13:03Z,0
@sukaryonokaryono3789,"Pak guru gembul bahasanya sopan banget...
Bernalar rendah...mngkin dlm bahasa Jawa pekok...bukan peka..
Sayangnya di negri kita buanyak yg kayak gitu...
Dikit2 marah.. ngerusak...tersinggung ngsmuuuk...
Mngkin otaknya dri parutan singkong kli ya...kasiiiian deh mereka.
Hatur nuhun pak.gembul",2025-07-07T07:13:03Z,0
@repindosimanjuntak9609,Setuju pa'guru...jgn bentar2 kasih duit...lihat2 dulu..sekarang bp aing itu dianggap sinterklas!!!,2025-07-07T07:13:02Z,0
@tjanhasan5450,"MUI doyan urusin makanan orang yg ga seiman.gua bingung babi di kepohin.apa mungkin mui bisa ngasih label halal.jika tidak bisa,ngapain diributin.😅 aneh.",2025-07-07T07:12:56Z,0
@farrelarden5485,"Emang ajaran nya begitu , masa mui mau mengecam umat yg menjalankan ajaran  agamanya 😂",2025-07-07T07:12:54Z,2
@januardi8993,"pak gembul, apa mungkin warga minoritas bersatu dan membuat negaranya di wilayah mayoritas masing masing. seperti ntt dan papua, sulawesi dan sumatra . karna dari dulu persoalan sentimen negatif selalu muncul dan negara tidak menyelesaikan masalah tsb",2025-07-07T07:12:37Z,0
@syahadatt,"Pak GURU GEMBUL hentikan konten anda membahas agama, efeknya bisa memicu kemarahan ke kampung pedalaman yang notabene minoritas muslim, anda akan tanggung jawab bila hal ini sampai terjadi, jadi STOP.",2025-07-07T07:12:36Z,1
@madepujana2193,"Kapolrinya. Kan seorang Nasrani ,Mentri Ham Katolik apa yg bisa diperbuat unt bisa membuat nyaman sesama se keyakinan dlm beribadah memuja Tuhan.❤",2025-07-07T07:12:32Z,0
@OmaElly-ss5tr,"Khususnya Jabar memang sangat rawan untuk umat Nasrani melakukan kegiatan apapun,,,..😂😂😂 intoleransi so SDH pasti",2025-07-07T07:12:30Z,0
@megamino93,"25:35 Guru Gembul, anda nyenggol siapa itu HAHHAHAHAHHAHAHA",2025-07-07T07:12:26Z,0
@pelipurlara9556,"MUI sudah tdk berfungsi sbgmn mestinya, hrs segera d reformasi ulang. orang2 yg duduk d kepengurusan mui tdk melakukan pekerjaannya scr profesional.",2025-07-07T07:12:18Z,28
@Bermatadua,"🤔 Judulnya g pas, cuma di daerah jawa bagian barat aja yg primitip",2025-07-07T07:12:11Z,1
@MiyukiMitsuki,"Ingat ini, orang non muslim itu gak baca Alquran maka jadilah muslim yg baik untuk mencerminkan ajaran agama islam secara nyata.",2025-07-07T07:12:00Z,0
@asatryanatha,pak guru gimana kalau dikasih aturan saja orang non muslim di indonesia bag timur dan yang muslim disuruh pindah  ke bag tengah dan barat?,2025-07-07T07:11:59Z,0
@moonlightsonata6506,"Seharusnya saat itu  menteri agama langsung memberi statement atau peralangan,😊
Bahwa tdk di benarkan tindakan  seperti itu tindakan anarkis ,kriminal,penggerudukan orang beribadah 
BIAR YG LAIN TDK MELAKUKAN HAL YG SM
SOALNYA KEJADIAN SEPERTI  SERING TERJADI",2025-07-07T07:11:49Z,1
@ucuilham3491,🥹,2025-07-07T07:11:48Z,0
@ZaynGaming-s2m,Dut lo gk tau kah cianjur sukabumi itu byk di murtadin? Mikir sblm komen dut,2025-07-07T07:11:48Z,0
@baharudin-crottt,"Selagi imam cebol masih di NKRI, negara ini dalam bahaya",2025-07-07T07:11:45Z,0
@rmdputrax666,Jabar tolol pro max,2025-07-07T07:11:40Z,0
@whitemaiden8763,9:40,2025-07-07T07:11:36Z,0
@upfigther,mui cuma cari cuan,2025-07-07T07:11:34Z,0
@龍神12,kasus intoleran ini banyak banget di Jabar. why?,2025-07-07T07:11:17Z,0
@adrianarachmaesti4122,"Puji Tuhan...sangat jelas, tajam dan fair untuk review masalah dasarnya

Sy hormat dengan karunia pemikiran @Guru Gembul yg cerdas dengan hati tulus ... membantu kami memahami persoalan inteloransi di Indonesia",2025-07-07T07:11:13Z,3
@nagamerah9971,"Apa sih arti beragama..? Memusuhi orang yg tidak seagama dgn diri kita kah..? Bukankah beragama itu relasi hubungan antara manusia dgn Tuhan, dgn sesama Mahluk dan alam Ciptaan Nya..?",2025-07-07T07:11:12Z,0
@rhutabarat4899,"Orangtua th 1951 s/d 1956 jadi kepala dinas kehewanan/peternakan 
Madura/4 kabupaten.
Saya sering mengikuti orangtua dinas ke-desa,bahkan dijamu makan,tidak pernah ada masalah.
Saya masih ingat kalau pak Sunarto mantan residen Madura kalau berkunjung ke Surabaya mampir ,bahkan kadang2 menginap.
Tapi akhir2 ini saya sangat sedih mendengar cerita pak Guru .
Saya salut atas keberanian pak Guru mengemukakan fakta2.
Horas pak Guru,semoga sehat selalu.",2025-07-07T07:11:12Z,0
@caviarequipment,"Retorika guru gembul ini makin kesana kemari, kalo mau seimbang bahas di masalahnya aja pak",2025-07-07T07:10:54Z,0
@kasimmerus2691,Kami rindu jawa barat dan sunda seperti dahulu 🙏,2025-07-07T07:10:52Z,0
@culayackerman6356,loba islam ktp di konoha mah,2025-07-07T07:10:46Z,0
@mayoaji6011,07:47 lah malah diberi tahu taktiknya ,2025-07-07T07:10:40Z,0
@Bsw1223-b7o,"ANEH JABAR INI, ORANG MINORITAS IBADAH DI GANGGU, SEDANGKAN PROSTITUSI BERKEDOK KAWIN KONTRAK DI PUPUK BIAR SUBUR.",2025-07-07T07:10:39Z,0
@RedSonInTheSky,"Orang yang imannya kuat, gak bakal keganggu sama kristenisasi, majusisasi, jasinisasi, shikifujinisasi, enelisasi, imusamanisasi, joyboyisasu, mephistonisasi, horusisasi, sususasi sasasi, zeusisasi, dan sasi sasi lainnya.",2025-07-07T07:10:32Z,0
@mitchellfebrianto9118,"Tiap ada kasus intoleran ke minoritas. Banyak banget ya channel roasting yg ga mau bahas bahkan di tutupi. 
Kaya kemarin kasus Sukabumi kemarin.

Standar ganda atau gimana?",2025-07-07T07:10:16Z,0
@SalmonSalmon-b2n,"Maaf pak mungkin topiknya diganti: Kristen dan Katolik... 
Katolik itu kristen juga. Mungkin maksudnya, 
Kristen Katolik dan protestan karena katolik juga kristen.",2025-07-07T07:09:53Z,0
@haidirfajri6623,setuju 23:44,2025-07-07T07:09:52Z,0
@asharitech6531,"Pak Guru tidak capek? Saya yang hanya mendengarkan saja sudah lelah, apalagi Bapak yang menyampaikan begitu banyak keresahan seperti yang disampaikan oleh Guru Gembul. Hati-hati ya, Pak. Saya doakan semoga hati Pak Guru tetap kuat dan mampu mengendalikan semuanya, agar keresahan itu tidak berubah menjadi kebencian. Aamiin",2025-07-07T07:09:51Z,0
@HaryonoMintuno,Kebanyakan sih pelakunya sdm Rendah yg mudah di bayar dan dihasut oknum menggunakan sentimen agama tnp berfikir panjang..aplg MUI sering cuci tgn.,2025-07-07T07:09:43Z,0
@fairangle2154,"NKRI menuju perpecahan,,,,,",2025-07-07T07:09:39Z,0
@Defisit_Otak,"Indonesia adalah sebuah dystopia terbesar di muka bumi akibat kemunafikan penghuninya. Disaat orang luar mengelukan kehebatan toleransi orang Indonesia dengan slogan bhinekanya fakta berkata lain, dicap sebagai salah satu negara religius tapi permasalahan terbesar negaranya akibat kebobrokan moral, dinobatkan sebagai masyarakat paling ramah didunia tapi bersumbu pendek dan bertindak barbar, ironi adalah makanan pokok tapi warganya terlalu dungu atau terlalu sombong untuk mengakuinya, semua berlindung di balik persona utopia sebuah negara yg harmonis namun sekarang mereka tak malu membuka topeng untuk memperlihatkan boroknya.",2025-07-07T07:09:38Z,0
@NurulArifin-le4xi,Dakwah itu termasuk ibadah bukan pak guru,2025-07-07T07:09:16Z,0
@dessygunawan365,Guru gembul ini ngomong Fakta...,2025-07-07T07:09:04Z,0
@leinagniust6399,"Pontianak - Kalimantan Barat hadir

Disini kami sangat rukun sekali,terutama di Singkawang",2025-07-07T07:09:01Z,77
@megatechid-b4g,"kita mengenal pohon dari buah nya, ajaran jahat melahirkan pengikut yg jahat",2025-07-07T07:08:44Z,0
@natalieyuni1725,Kenapa kok selalu muslim pelaku intolerance?  Hoooooey itu hanya oknum ....hmmmmm.  kebetulan oknum selalu muslim  hmmmmm klop,2025-07-07T07:08:42Z,1
@Naisu-o2l,"""Uang 100 juta nya buat pembangunan mushola aja"" Kalimat itu lebih sakit dan menampar. 
Bravo untuk kalian yang menjalankan agama kalian sesuai inti ajarannya yaitu cinta kasih ❤",2025-07-07T07:08:34Z,0
@GinGin-n4u,Hanya Agama Alloh yang wajib di bela,2025-07-07T07:08:32Z,0
@Dongengpolitik,"Gembul, genbul, otak lu dimana sih bul? Ini gue kasih tau ya, izin pembangunan tempat ibadah salah sarunya adalah harus berdasarkan permintaan warga sekitar yg memang butuh tempat ibadah... Kenapa pembangunan gereja sering ditolak warga? Karena tempat ibadah tersebut bukan atas dasar permintaan dari warga sekaitar dan yg beribadah digereja tersebut bukan warga sekitar tapi warga dari luar yg tidak dikenal tidak jelas asalnya darimana, pakaian jemaat wanitanya terlalu vulgar, selain itu jemaatnya datang bawa kendaraan mobil yg tentu saja bikin macet jalan yg mengganggu waga sekitar sebab parkir mobilnya sembarangan... 
Dan yg harus lu ketahui, persaingan antara Kristen protestan dan kriaten katolik dari dulu hingga sekarang tetap ada tepat abadi lestari. Nah bisa saja umat kristen protestanlah yg tidak setuju adanya pembangunan gereja kristen katolik disitu...
Lu jgn selalu menyalahkan islam aja bul. Lihat noh, tempat ibadah orang kristen di mall mall, tidak ada warga sekitar yg terganggu apalgi mengganggu karena tempat parkirnya ada, jemaatnya mau datang pakai tengtop atau pakai bikini juga bebas...",2025-07-07T07:08:32Z,0
@melvinofficial75,Pak Guru yg sangat LOGIS,2025-07-07T07:08:22Z,0
@Anonnymos-NH,"MUI adalah adalah pencetak intoleran di indonesia, dulu thn 90 an fatwanya mui tdk menerima pluralisme agama di indonesia, hai MUI, apa yg dibilang guru gembul adalah fakta 85%ekonomi indonesia dikuasai oleh non islam juga ilmu pengetahuan dan teknologi, seperti yg dikatakan yusuf  kalla orang kaya di indonesia 1 banding 10 dan itu benar misalnya antoni salim, prayogo pangestu, datok sri tahir, hartono cs, james riady, ekacipta wijaya dll dibidang ilmu pengetahuan sekolah2 negeri murid2nya mayoritas juaranya  non islam terutama daerah jabodetabek dan sekolah kristen jauh lebih unggul dari nonis, juara dunia ada susi susanti, rudy hartono, chris jone, elyas pical, daud jordan dll, dan lihat perusahaan orang kristen tdk melihat agamanya apa seperti indo mart, alfamart semuanya karyawannya berjilbab, jadi kalau ingin maju negara kita ini hentikan persekusi agama  di indonesia kalau tdk, bisa bubar negara ini seperti yugoslavia, sudan apakah itu yg kita maui ?",2025-07-07T07:08:20Z,0
@dude8865,"orang Kristen kalau mau ibadah harus izin tetangga, rt/rw, kelurahan hingga jajaran kabinet presiden.
kalau islam ibadaha dan dilaporkan, akan dikenakan pasal penistaan agama, dengan sanksi hukuman
hingga seumur hidup.",2025-07-07T07:08:14Z,0
@taufikchannel.909,No commen pak nanti saya dibilang musuh Islam sama yg IQ monyet yg ngakunya beragama,2025-07-07T07:08:12Z,0
@rickyadjoe6376,"Saya sangat menyangkan kejadian dipembahasan ini,tapi satu hal yang bisa saya simpulkan bahwa intoleran adalah milik mayoritas yg bodoh,sebagai contoh diaerah saya di suatu tempat dikalimantan,kbtulan disini mayoritas katholik,ada saudara kami yg khatolik itu mengadakan pesta hajatan yg mana rumahnya disamping mesjid,diminta mengecilkan volume saat sholat berjamaah aja mereka tak bisa,ditegur baik2 ngamuk dg badan bau arak,jadi kesimpulannya,kejadian intoleran akan selalu ada jika disuatu tempat di isi orang2 bernalar rendah",2025-07-07T07:08:08Z,0
@bond-oh3ws,Ini pak guru gembul baru Islam yg bener....yg intoren itu mereka Islam tp ga tau kitab nya...mereka cuma dengerin provokator doang.,2025-07-07T07:08:04Z,0
@GD-RECORD,"Dalam alquran Tidak bolehhhh.......???
Tapi faktanya banyak orang islam yg idiot dan berbuat anarkis terhadap agama lain bos..??!!!!
Berarti isinya HOAX..!!!",2025-07-07T07:07:56Z,0
@Margasagalaraja,99% nonis yg komen,2025-07-07T07:07:41Z,0
@powerfulwords1205,Ot4k Pelaku pengrusakan bermentaL B4nc1  tidak bertanggung jawab atas perbuatannya.  B4nc1 skrg aja ngga seanarkis itu..,2025-07-07T07:07:34Z,0
@sisuneo,"Di Japan dan Singapura pun bikin perkumpulan sesuka hati pasti dan yakin bakal di datangi aparatnya😅
Org bikin acara aja di rumah perlu izin pihak berwenang.",2025-07-07T07:07:27Z,0
@ZenAffandi,"Ayo muhamadiyah,lebarkan dakwah dan pemberdayaan ekonomi mu ke sukabumi,biar cerdas dan bermutu masyarakat disana. ...islam yg benar,dan menjadi rakhmatan lil alamin..buat manusia dan alam..dan seisinya.",2025-07-07T07:07:24Z,0
@Achaeaa,"kalo kata temen saya yang aparat di kabupaten sukabumi
perusakan itu dibeking oleh salah satu ormas yg mendukung kemenangan salah satu mantan bupati sukabumi",2025-07-07T07:07:22Z,0
@AndiPeci-d8g,Guru GEMBUL TUKANG NGIBUL 😛,2025-07-07T07:07:10Z,0
@santosundjaja3504,"MUI itu punya standar ganda, sombong, bergaya primordialisme, ambil uang dari sertifikat halal. Sarang.... Provokasi org dgn dalil agama.",2025-07-07T07:07:09Z,0
@user-66ud3pveh6,Sebaiknya yg melakukan pengrusakan introspeksi jangan malah playing victim.,2025-07-07T07:07:09Z,0
@nanadiana1615,Udah ada disebut oleh salah satu ibu2 pas lg ketemu sama KDM bahwa salah satu pelaku adalah anggota politik dr si banteng kok pak guru,2025-07-07T07:07:08Z,0
@JanriSinaga-w8b,"Jangan sampai Indonesia pecah karena masalah intoleransi,
Pemerintah harus cepat & lebih tegas mereformasi regulasi rumah ibadah.",2025-07-07T07:07:07Z,1
@partopitao-wk2gg,Makanya Timor Leste katolik minta merdeka dan sekarang Papua menyusul,2025-07-07T07:07:06Z,0
@cikgutinghuaeechannel4782,"Kokori, Supriadi Discussion, wanderer & win wan Nur komen dikit lah.",2025-07-07T07:07:05Z,0
@rendygunawan8099,Stafsus nya dajjal emang,2025-07-07T07:06:56Z,0
@wahidin.2584,"Si gemlung ngomong apa kau bul jangan kau pojokan agamu sendiri,memanya kau siapa ngomong se enaknya sendiri.",2025-07-07T07:06:46Z,0
@SumangeliWaruwu,"Benar guru gembul sDMnya islam memang rendah, itu fakta negara ini miskin oleh karena mayoritas.",2025-07-07T07:06:39Z,0
@Nur_Daily-Channel,"Bapak_bapak yg bikin kerusuhan dan kerusakan seperti itu, sepertinya kurang kasih sayang.",2025-07-07T07:06:25Z,0
@nurulihsan357,"Inilah bahayanya sebuah dokrin seakan-akan benar tp sangat menyesatkan,merusak kebinnekaan dan merusak ajaran agama itu sendiri padahal pemahaman ajarannya tdk seperti itu.kita semua tahu di jabar ini basisnya kelompok intoleran ini menjadi PR KDM utk berani bertindak tegas para aktornya",2025-07-07T07:06:16Z,0
@NoWBrian,"mungkin seluruh warga zona merah di jabar, banten perlu di de-radikalisasi
habis nonton video dkm yg baru, kades sangat drama, kapolsek sus dan pemuka agama disana gak keliatan
divideo aja pihak berwajib cuma nonton wkwk",2025-07-07T07:06:12Z,0
@SusatriBrsilalahi,Ktawa sndri sy lht bpk nh berkoar koar,2025-07-07T07:06:08Z,0
@sukeniedwin.j5049,Warga +62 yg -78 memang sebutan yg tepat,2025-07-07T07:06:06Z,0
@haidirfajri6623,Islam di rusak oleh jama'ah nya sendiri,2025-07-07T07:06:05Z,0
@fabianatmojo1728,"2 periode di pimpin pemimpin yang plonga plongo, sekarang di pimpin pemimpin yang masa bodo, suka2 gw ....",2025-07-07T07:05:54Z,0
@omivantalks,"Bilang nya ""Jangan salahkan agama nya, salahkan orang nya"". 
Tapi, orang tersebut belajar darimana kalau bukan dari agama nya?",2025-07-07T07:05:54Z,0
@MuhammadsatriaPrayoga-b3r,"Kang guru, ngapain sih mereka masuk ke pelosok pelosok kampung yang mayoritas muslim, kayak ga tau mereka aja 😢
Berbulu berbulu 
Ada tau Sudara saya yang kena kebujuk.
Wajar aja kalo orang kampung marah",2025-07-07T07:05:52Z,0
@hizrafadilah,"memalukan sekali orang islam di negri ini.
tahu ga malu asli saya sebagai orang islam melihat anti toleransi agama seperti ini.",2025-07-07T07:05:51Z,0
@harishartsanaufal6968,"Kayaknya masalah intoleransi ini bukan cuma terjadi pada muslim saja. Siapapun yg menjadi mayoritas pasti dia akan menjadi golongan intoleran.
Misal di indonesia, karena Indonesia mayoritas Muslim maka yg intoleran kebanyakan muslim.
Tapi kalo yg mayoritas katakanlah katolik atau kristen dan yg muslim minoritas, apakah semua akan damai tanpa intoleransi?
Terus bagaimana kejadian di luar negeri, seperti perancis. Yg intoleran pasti orang yg merasa paling perancis.
Intoleransi terjadi dimanapun, di era apapun, oleh siapapun.",2025-07-07T07:05:44Z,0
@wibuliterasi,hal hal seperti ini emng gabisa kita hindari dinegara konoha,2025-07-07T07:05:36Z,1
@jakarbaja3417,"Manusia Intoleran tidak Sehat jasmani rohaninya sehingga di kuasai iblis. Perbuatannya merusak,  ribut,  mengganggu orang lain sedang beribadah, propokator, membenci, dendam , senangnya  berbuat tidak baik .tidak ada damai dalam hatinya dalam rohnya. Ngeriii.....👹👹",2025-07-07T07:05:29Z,0
@markesot67,Ini bukannya reupload?,2025-07-07T07:05:26Z,1
@RakhmadTaufik-g5j,Hukum gantung aja para plk pengrusakan biar kapok,2025-07-07T07:05:23Z,0
@JimmyStewart-xu8kz,"Benar sekali Guru Gembul..indonesia memang tdk aman selamanya bagi non muslim.panca sila hanya papan iklan saja tdk sesuai fakta,atau semacam tipu daya.pemeritah mestinya sekalian menempatkan non muslim seluruh indonesia untuk pindah di papua sekaligus melepaskan papua dari indonesia.biarkan kami hidup merdeka bersama orang orang papua.",2025-07-07T07:05:23Z,0
@ratnajantibarakrimba,MUI. MAJELIS ULAMA IBLIS / SETAN .,2025-07-07T07:05:02Z,0
@lukyudianto8885,GURU GEMBUL CERDAS,2025-07-07T07:04:42Z,27
@JamesClayton-dn6jg,"Islam di Jabar setara zionist israel, wadidaww",2025-07-07T07:04:26Z,0
@samuelsiahaan8291,"Bravo Gugem atas pandangannya yang sangat mengedukasi dan menginspirasi tentang kebhinekaan dan toleransi.
Semoga konten ini dapat mendorong seluruh pihak terkait bersikap positif dalam penyelesaian kasus ini serta berikhtiar agar kasus serupa tidak terulang lagi di kemudian hari.",2025-07-07T07:04:22Z,0
@sugiantokian6166,"Kejujuran yang Pak Guru ungkap...cukup mengharukan, dan untuk bpk. yang disinyalir oleh Pak Guru itu (man behind scene)...kalau boleh saya mendoakan agar bisa membohongi nuraninya sendiri bahwa apa yang dilakukannya adalah sebuah kebaikan...🙏",2025-07-07T07:04:20Z,0
@Mr.Tricckster,"makjeb banget pas statement terakhir pak gugem soal mgemis di internet ""tolong sedekahnya sampul qur,an kami sudah rusak"" itumah bener bener kebangetan sampe segitunya butuh duit kalau itu bener dipake buat beli mushaf baru okleah tapi klo sampe dipake pribadi beuhh mantap",2025-07-07T07:04:16Z,0
@effendijess,Kerennnn,2025-07-07T07:04:15Z,0
@TotoMustofa-z4w,"Siungguh memalukan wahai kaum sdm rendah, nabi muhammad saw mengajarkan dan mencontohkan toleransi, hidup damai, saling menghargai dengan penganut agama lain, kenapa berbuat sebaliknya, sadarlah",2025-07-07T07:04:10Z,0
@maxsumananto,"Tambahan koment sy yg ke 9.
apakah guru gembul melihat motif ato tabayun ke sisi para pengrusak?😂
Dlm berita yg terbaru dr sisi para pelaku pengrusak lewat para masyarakat,rt, maupun kades itu motif nya bukan krn agama..😊🙏",2025-07-07T07:04:03Z,0
@darmawanstart3817,Sy kira gugem ini pinter... Ternyata guru yg tidak bisa menganalisa... Dan tidak jujur untuk mengungkap dgn berimbang 😂😂😂😂 ... Klu bisa gembul aja,2025-07-07T07:03:54Z,0
@xrp_trader,Dimana byk HABIB byk masalah....,2025-07-07T07:03:48Z,0
@kusnendar1336,♻️,2025-07-07T07:03:46Z,0
@andywong7273,"Hiiii
Islam ternyata menyeramkan yah
Semoga kita dijauhin dari mereka",2025-07-07T07:03:45Z,0
@alfianrizkysetiangga6969,"Saya sebagai orang muslim, ikut mengucapkan pada para umat kristiani atau agama lainnya yang mungkin merasa tersakiti oleh orang yang mengatasnamakan dirinya sebagai muslim, meskipun demikian Kita semua tetaplah saudara, saudara setanah air yang tinggal di negara yang sama, Semoga kedepannya Kita semua bisa saling belajar buat saling menghargai 😊",2025-07-07T07:03:36Z,0
@SusatriBrsilalahi,"Kirain udh pinter ternyata sama aj kadrun,, hemmmm",2025-07-07T07:03:32Z,0
@Alberthenuk,Yg omon omon itu kami minta atau usir kami kristen  di  ntt saja baru  dapat . 72 bidadari   Ingat ntt bergabung ke indonesia. Bukan  perjuangan warga indonesia barat atau pahlawan dari jawa sumatara sulawesi. Perjuangan rakyat ntt  pribumi. Lawan penjajah Bedah dengan papua  dll  rakyat umat kersten ntt cinta damai  aman toleransi. Cinta s sama manusia ciptaan allah.  4:32,2025-07-07T07:03:25Z,0
@MelancholyRider,Waww kang guru bold sekali tentang MUI hahaha.. Mantap kangg,2025-07-07T07:03:22Z,0
@totosuhendra5946,Jika di lingkungan ku ada iblis yg kesetanan melihat kawan² Nasrani dan Katholik.. biarlah rumahku jadi tempat mereka beribadah,2025-07-07T07:03:15Z,0
@uongdoank4381,"Ulah si Kibin pe'a .
Junjungannya ongkang"" kaki ,mereka yg di tumbal kan .",2025-07-07T07:03:15Z,1
@dochi199x,"bukan hanya perundungan pak guru, PENYERANGAN.",2025-07-07T07:03:06Z,1
@musimujan1117,"setiap peristiwa pasti ada agenda tertentu,dan sudah terstruktur.tujuannya apa?ya seperti dikolom2 komentar...",2025-07-07T07:02:55Z,0
@ninikwidjaja4156,"Pak Gg...
tapi ya jangan ajarin bakar Masjid... hahaha...
pak Gg org yg berhati adil dan ""MULIA""... pasti Allah sangat cinta.
MUI sombong, lagi² krn ""keberpihakan"" seperti yg pak Gg sering sebut ya.
pak Gg, trmksh juga info ttg org Kristen tdk aman, tentu sj pak Gg jauh lebih tau dr pd kami²...
lop u pul...always ❤❤❤",2025-07-07T07:02:52Z,0
@freedom_of_atheism,intinya jangn terllu fanatik untuk Hal yang tidak ada 🤭,2025-07-07T07:02:50Z,0
@edysiswanto5685,adminnya mungkin kurang piknik coba cek Gimana  susahnya cara Bangun masjid di Amerika dan di Jepang dan di Korea Selatan dimanapun kalo jadi minoritas susah.,2025-07-07T07:02:44Z,0
@irpanpermanaginanjar5415,Omongkeun PKS kitu meuni lila,2025-07-07T07:02:40Z,0
@Suwondo-v5x,"Mayoritas umat muslim bernalar Rendah,krn ulama & ustadznya jga bnyak yg bernalar Rendah",2025-07-07T07:02:39Z,0
@AntaMunthe-z6o,Sebaiknya MUI dibubarkan saja. Hanya menghabiskan anggaran negara saja. Manfaatnya tdk ada buat masyarakat!,2025-07-07T07:02:33Z,0
