author,text,published_at,like_count,clean_text,label_sentimen
@ivankandella8103,Orang uclim gampang dihasut tanpa cek kebenarannya dulu,2025-07-07T07:19:49Z,1,Orang uclim gampang dihasut tanpa cek kebenarannya dulu,negative
@ruang2channel426,Ciri khas CIA itu menggunakan isu agama utk memecah belas,2025-07-07T07:19:32Z,0,Ciri khas CIA itu menggunakan isu agama utk memecah belas,negative
@realmec8859,Akibat ajaran kebencian dari habib dn ustadz kepada umatnya.,2025-07-07T07:19:29Z,1,Akibat ajaran kebencian dari habib dn ustadz kepada umatnya,negative
@SewakaDharma-s8e,"INDONESIA NGGAK BUTUH AGAMA BANGSA ASING MANAPUN. INDONESIA SUDAH PUNYA AJARAN BUDI/KESADARAN SEMESTA.

INDONESIA TERPECAH BELAH TERKOTAK KOTAK 70101 ANTI KENYATAAN SUKANYA BERPIKIR SECARA KHAYALAN SEJAK AG4M4 BANGSA ASING DIPLUK OLEH MAYORITAS MANUSIA INDONESIA NUSANTARA

MANUSIA YANG MEMEGNAG TEGUH KESADARAN/BUDI DISEBUT BUDIMAN DAN BUDIWATI BUAKN AGAMAWAN AGAMAWATI.


BERHENTI 70102 KALIAN SEMUA. JANGAN IKUT²AN BANGSA ASING.

CONTOH KESADARAN SEMESTA, SADAR KALAU BUANG SAMPAH SEMBARANGAN BISA MERUSAK LINGKUNGAN DAN MERUGIKAN MAKHLUK HIDUP MAKA TIDAK BUANG SMAPAH SEMBARANGAN, SADAR M3MP3RKO54 ITU EPRBUATAN JAHAT MAKA SADAR TIDAK MEMPERKO54, SADRA MENCURI KORUPSI MENERIMA SUAP ITU KEJAHATAN MAKA SADAR TIDAK MELAKUKANNYA, SADRA MENKAGA KELESTARIAN HUTAN SUNGAI GUNUNG LAUT ITU BAIK DAMPAKNYA MAKA SADAR MERAWAT ALAM, DAN SETERUSNYA. KENYATAAN BUKAN KHAYALAN KATANYA


MAU TAHUN 150000 BERITA 60BL0K SEPERTI ITU MASIH AKAN ADA KALAU AGAMA KHAYALAN BANGSA ASING MASIH ADA DI INDONESIA.",2025-07-07T07:19:17Z,0,INDONESIA NGGAK BUTUH AGAMA BANGSA ASING MANAPUN INDONESIA SUDAH PUNYA AJARAN BUDI KESADARAN SEMESTA INDONESIA TERPECAH BELAH TERKOTAK KOTAK ANTI KENYATAAN SUKANYA BERPIKIR SECARA KHAYALAN SEJAK AGM BANGSA ASING DIPLUK OLEH MAYORITAS MANUSIA INDONESIA NUSANTARA MANUSIA YANG MEMEGNAG TEGUH KESADARAN BUDI DISEBUT BUDIMAN DAN BUDIWATI BUAKN AGAMAWAN AGAMAWATI BERHENTI KALIAN SEMUA JANGAN IKUT AN BANGSA ASING CONTOH KESADARAN SEMESTA SADAR KALAU BUANG SAMPAH SEMBARANGAN BISA MERUSAK LINGKUNGAN DAN MERUGIKAN MAKHLUK HIDUP MAKA TIDAK BUANG SMAPAH SEMBARANGAN SADAR MMPRKO ITU EPRBUATAN JAHAT MAKA SADAR TIDAK MEMPERKO SADRA MENCURI KORUPSI MENERIMA SUAP ITU KEJAHATAN MAKA SADAR TIDAK MELAKUKANNYA SADRA MENKAGA KELESTARIAN HUTAN SUNGAI GUNUNG LAUT ITU BAIK DAMPAKNYA MAKA SADAR MERAWAT ALAM DAN SETERUSNYA KENYATAAN BUKAN KHAYALAN KATANYA MAU TAHUN BERITA BLK SEPERTI ITU MASIH AKAN ADA KALAU AGAMA KHAYALAN BANGSA ASING MASIH ADA DI INDONESIA,negative
@khirayjr,Ultra dungu ProMAX 😅,2025-07-07T07:19:11Z,1,Ultra dungu ProMAX,negative
@produksinyadho2755,Islam hancur karena ummat nya sendiri.,2025-07-07T07:19:05Z,0,Islam hancur karena ummat nya sendiri,negative
@methasilva2154,"Saya dr Timor Leste yg mayoritas Katolik,tp ada jg org muslim di tempat kami yg minoritas dr Indonesia.Tdk pernah ada kekerasan thd mereka/melarang mereka berdoa di rumah.Kami rukun2 aja dan menjunjung tinggi toleransi antar umat beragama.
Kasus CIDAHU bikin miris,SALIB diturunkan utk memecahkan jendela,apa itu bkn termasuk PENISTAAN AGAMA?Seandainya MUSHOLA/MESJID di hancurkan spr itu,diturunkan lambang Islam di atas Mesjid dan di hancurkan,apa perasaan anda org2 Muslim?Sakit kan😢
Tolong hiduplah sesuai apa yg di ajarkan Tuhan kpd kita dgn jalan cinta kasih❤
Salam toleransi🇹🇱🫶",2025-07-07T07:19:05Z,0,Saya dr Timor Leste yg mayoritas Katolik tp ada jg org muslim di tempat kami yg minoritas dr Indonesia Tdk pernah ada kekerasan thd mereka melarang mereka berdoa di rumah Kami rukun aja dan menjunjung tinggi toleransi antar umat beragama Kasus CIDAHU bikin miris SALIB diturunkan utk memecahkan jendela apa itu bkn termasuk PENISTAAN AGAMA?Seandainya MUSHOLA MESJID di hancurkan spr itu diturunkan lambang Islam di atas Mesjid dan di hancurkan apa perasaan anda org Muslim?Sakit kan Tolong hiduplah sesuai apa yg di ajarkan Tuhan kpd kita dgn jalan cinta kasih Salam toleransi,negative
@ElonSpace-n9p,"MUI itu sekelompok orang islam yg  berilmu islam tinggi, tp kerjaannya cuma duduk manis dan cuma menonton kejadian"" yg bengis yg di lakukan oleh sekelompok orang islam yg cacat mental itu. Alias makan gaji butaaaaa!! Kagak guna MUI justru malah jd pelopor utk tindakan anarkis. Ha ha ha .....",2025-07-07T07:18:49Z,1,MUI itu sekelompok orang islam yg berilmu islam tinggi tp kerjaannya cuma duduk manis dan cuma menonton kejadian yg bengis yg di lakukan oleh sekelompok orang islam yg cacat mental itu Alias makan gaji butaa!! Kagak guna MUI justru malah jd pelopor utk tindakan anarkis Ha ha ha,negative
@ParmanHartono,Sulit kalau  orang yang nalar nya rendah..mau bikin bagaimanapun sulit pola pikir nya sempit....,2025-07-07T07:18:48Z,2,Sulit kalau orang yang nalar nya rendah mau bikin bagaimanapun sulit pola pikir nya sempit,negative
@fransiscusleon9724,Saya setuju kalau Indonesia bubar biar aman.,2025-07-07T07:18:44Z,0,Saya setuju kalau Indonesia bubar biar aman,negative
@mamansutarman7812,"Saur kasepuhan mah: dina hirup beragama teh Ulah ngan ukur NGAJI KITAB... tapi kudu dibarengan ku NGAJI BADAN. Elmu panemu kaagamaan, kudu disaluyukeun jeung Sir, Rasa, jeung Cipta sangkan nyata dina Welas asih. Mugia urang sadaya hirup Sa-Warga...",2025-07-07T07:18:42Z,0,Saur kasepuhan mah dina hirup beragama teh Ulah ngan ukur NGAJI KITAB tapi kudu dibarengan ku NGAJI BADAN Elmu panemu kaagamaan kudu disaluyukeun jeung Sir Rasa jeung Cipta sangkan nyata dina Welas asih Mugia urang sadaya hirup Sa Warga,positive
@dwipurbaOfficial,Untung saya murtad...😂😂😂 malu jadi mayoritas..,2025-07-07T07:18:35Z,0,Untung saya murtad malu jadi mayoritas,negative
@sarjiyosarjiyo-y8u9d,Pelaku hrs diproses hukum cr.provoksktornya.itu udah melanggar ham..saat kejadian..ada polisi dan tni cm diam,2025-07-07T07:18:24Z,0,Pelaku hrs diproses hukum cr provoksktornya itu udah melanggar ham saat kejadian ada polisi dan tni cm diam,negative
@gudzellgoodjella4180,"SGT MIRIS,ORG BERIBADAH DILARANG TP MAKSIAT JLN TRS",2025-07-07T07:18:23Z,0,SGT MIRIS ORG BERIBADAH DILARANG TP MAKSIAT JLN TRS,negative
@daudcandra5444,"Agama damai? lebih percaya nenek"" bisa salto kali ya😂",2025-07-07T07:18:20Z,1,Agama damai? lebih percaya nenek bisa salto kali ya,negative
@sonysulaksono1347,Qta semua mulai memberi pencerahan kepada masyarakat mengenai istilah retret didalam agama Kristen/Katholik... Dalam ajaran islam biasa menggunakan istilah sholawatan. Tujuannya sama agar seseorang bisa mengheningkan cipta..,2025-07-07T07:18:18Z,0,Qta semua mulai memberi pencerahan kepada masyarakat mengenai istilah retret didalam agama Kristen Katholik Dalam ajaran islam biasa menggunakan istilah sholawatan Tujuannya sama agar seseorang bisa mengheningkan cipta,neutral
@yantrimanalu5365,Kasus cidahu bibit² perpecahan bangsa.... knp... krn mereka sdh menginjak² Bhineka Tunggal Ika dan Pancasila...mereka  mengatas namakan umat islam utk membuat keributan... kasus spt ini sdh lama terjadi dan sering kasus spt ini di toleransi oleh aparat dan pemerintah.... lama² akan menyulut kemarahan umat Kristen dan menyulut keributan sesama anak bangsa...jd utk kedamaian bangsa ini hentikan dan beri sanksi yg dpt membuat efek jera... misal nya para pelaku ini langsung di gantung di monas atau di ikat dan di kasih batu lalu buang ke laut....di jamin kedepan nya org² bod*h spt tersangka ini akan berfikir 2x utk melakukan nya... krn sampai saat ini blm ada sanksi yg dpt membuat efek jera...seolah² mereka sengaja di pelihara oleh sekelompok biawak² dan setelah lemah bangsa ini baru lah para biawak bs menguasai bangsa ini....😂😂😂,2025-07-07T07:18:03Z,0,Kasus cidahu bibit perpecahan bangsa knp krn mereka sdh menginjak Bhineka Tunggal Ika dan Pancasila mereka mengatas namakan umat islam utk membuat keributan kasus spt ini sdh lama terjadi dan sering kasus spt ini di toleransi oleh aparat dan pemerintah lama akan menyulut kemarahan umat Kristen dan menyulut keributan sesama anak bangsa jd utk kedamaian bangsa ini hentikan dan beri sanksi yg dpt membuat efek jera misal nya para pelaku ini langsung di gantung di monas atau di ikat dan di kasih batu lalu buang ke laut di jamin kedepan nya org bod h spt tersangka ini akan berfikir x utk melakukan nya krn sampai saat ini blm ada sanksi yg dpt membuat efek jera seolah mereka sengaja di pelihara oleh sekelompok biawak dan setelah lemah bangsa ini baru lah para biawak bs menguasai bangsa ini,negative
@otherside6940,"HAM (Hak Asasi MAYORITAS)

dan kocaknya, masih suka playing victim.",2025-07-07T07:18:02Z,0,HAM Hak Asasi MAYORITAS dan kocaknya masih suka playing victim,negative
@yusbudi9122,"Kasihan para pelaku,  mereka hanya sekumpulan orang bodoh sekaligus miskin, dimanfaatkan oknum profokator.",2025-07-07T07:17:57Z,0,Kasihan para pelaku mereka hanya sekumpulan orang bodoh sekaligus miskin dimanfaatkan oknum profokator,negative
@IBSetiawan77,"Jangan-jangan nih, mereun, sugan. Dalangnya orang Kristen😅 untuk merusak citra IsIam",2025-07-07T07:17:56Z,0,Jangan jangan nih mereun sugan Dalangnya orang Kristen untuk merusak citra IsIam,negative
@entysdalopez5867,"Pak KDM kalau bisa tolong kirimkan warga cidahu untuk studi banding ke ntt biar mereka bisah paham  bagaimana hidup berdampingan Dan toleransi antar suku,Ras, Dan agama Yg berbeda...",2025-07-07T07:17:51Z,0,Pak KDM kalau bisa tolong kirimkan warga cidahu untuk studi banding ke ntt biar mereka bisah paham bagaimana hidup berdampingan Dan toleransi antar suku Ras Dan agama Yg berbeda,negative
@Hm_-,"Gugem belum nonton penjelasan kronologinya yg dikdm? Disitu dijelasin yg ganggu sebenernya sound sistemnya dan itu stlh peringatan ke2 baru terjadi perusakan, dan uang 100jt untuk hibah ke masjid itu dari penjelasan yg ada belom dibagikan

Perusakan tetaplah kejahatan, tapi agak kasihan kalo dinilai mutlak salah, ditambah dikomporin lagi sama korban wkwkwk",2025-07-07T07:17:38Z,0,Gugem belum nonton penjelasan kronologinya yg dikdm? Disitu dijelasin yg ganggu sebenernya sound sistemnya dan itu stlh peringatan ke baru terjadi perusakan dan uang jt untuk hibah ke masjid itu dari penjelasan yg ada belom dibagikan Perusakan tetaplah kejahatan tapi agak kasihan kalo dinilai mutlak salah ditambah dikomporin lagi sama korban wkwkwk,negative
@Sembilanperseninfo,"GK heran klo Jawa Barat, provinsi ter-yaman ( kurang pelihara onta az disana)😂
Alasannya mungkin orang sana itu (jawa Barat) warganya jarang rantau, jadi pengetahuan tentang toleransi sangat minim, ibarat katak dalam tempurung",2025-07-07T07:17:31Z,0,GK heran klo Jawa Barat provinsi ter yaman kurang pelihara onta az disana Alasannya mungkin orang sana itu jawa Barat warganya jarang rantau jadi pengetahuan tentang toleransi sangat minim ibarat katak dalam tempurung,negative
@Mandalika_Sweet,"Islam itu klu minoritas berperilaku baik, klu mayotitas jadi penjahat.",2025-07-07T07:17:27Z,0,Islam itu klu minoritas berperilaku baik klu mayotitas jadi penjahat,negative
@ivanichtanuel1681,saya sangat fokus pada listyo sigit ini umat mu loh pak kenapa bapak itu diam nga berani apa apa? bapak itu jendral bapak itu pemimpin kenapa seperti apa? menteri agama kemana? inilah di sebut kemunduran. jadi kayak gini terus.,2025-07-07T07:17:24Z,0,saya sangat fokus pada listyo sigit ini umat mu loh pak kenapa bapak itu diam nga berani apa apa? bapak itu jendral bapak itu pemimpin kenapa seperti apa? menteri agama kemana? inilah di sebut kemunduran jadi kayak gini terus,negative
@HendroHadiwijaya,"Jarang orang yg tdk faham bahwa orang Kristen itu diperintah bibelnya untuk menjadikan semua org didunia untuk menjadi pengikutnya walaupun dengan cara menipu,menyamar, berkamuflase, . Dan Kristen yg di video ini sdh pasti bkn Katolik. Krn rumah bisa dijadikan gereja.. Dan Kristen Protestan inilah Kristen yg slalu menghina nabi nuhammad dan menghina islam. Dan Protestan ini dibagi jadi beberapa . Seperti Bethlehem, pantaicosta.banyak sekali. Mereka bukan Kristen yg hatinya dingin kayak Katolik.",2025-07-07T07:17:15Z,0,Jarang orang yg tdk faham bahwa orang Kristen itu diperintah bibelnya untuk menjadikan semua org didunia untuk menjadi pengikutnya walaupun dengan cara menipu menyamar berkamuflase Dan Kristen yg di video ini sdh pasti bkn Katolik Krn rumah bisa dijadikan gereja Dan Kristen Protestan inilah Kristen yg slalu menghina nabi nuhammad dan menghina islam Dan Protestan ini dibagi jadi beberapa Seperti Bethlehem pantaicosta banyak sekali Mereka bukan Kristen yg hatinya dingin kayak Katolik,negative
@GunawanBarnabas,Negaraku...adil...makmur....??? Jauh .jauh...jauh...,2025-07-07T07:17:14Z,0,Negaraku adil makmur ?? Jauh jauh jauh,negative
@jakaamedia,Masyarakat yang chaos adalah masyarakat yang tidak bergerak pada tujuan yang sama,2025-07-07T07:17:11Z,0,Masyarakat yang chaos adalah masyarakat yang tidak bergerak pada tujuan yang sama,negative
@diansyahrilhartanto7595,"Dear Guru Gembul, bisa minta tolong kupas tuntas tentang ""Surat Jaminan MUHAMMAD Bin ABDULLAH"" Semoga bisa menjadi acuan bagi Saudara kami Umat Muslim.
Terimakasih..
TUHAN Memberkati",2025-07-07T07:16:57Z,1,Dear Guru Gembul bisa minta tolong kupas tuntas tentang Surat Jaminan MUHAMMAD Bin ABDULLAH Semoga bisa menjadi acuan bagi Saudara kami Umat Muslim Terimakasih TUHAN Memberkati,neutral
@MarsujiMustofa,sifat setan itu...denger orang beribadah kepanasan...,2025-07-07T07:16:33Z,0,sifat setan itu denger orang beribadah kepanasan,negative
@teluknagajaya4607,Seandainya bangsa Indonesia itutahu leluhur itu agamanya apa dan dapat di pastikan Indonesia sudah menjadi mercusuar dunia,2025-07-07T07:16:09Z,0,Seandainya bangsa Indonesia itutahu leluhur itu agamanya apa dan dapat di pastikan Indonesia sudah menjadi mercusuar dunia,negative
@RakhmadTaufik-g5j,Abis yg diikutin dibahar dmit bukan nabi M uhammad SAW,2025-07-07T07:16:00Z,0,Abis yg diikutin dibahar dmit bukan nabi M uhammad SAW,negative
@udinactiv,Kang naha di ajarkeun 😢😢😢 kitu jd proxy hadehhh,2025-07-07T07:15:59Z,0,Kang naha di ajarkeun kitu jd proxy hadehh,negative
@p.adiityaa,ANJAYYY BUBARIN AJA MUI WKWK,2025-07-07T07:15:59Z,0,ANJAYY BUBARIN AJA MUI WKWK,negative
@ilhammantap-u9q,Ketika kemenham menjamin tersangka artinya kemenham sbg representasi pemerintah tdk melindungi kelompok minoritas. Artinya negara ini memang ....,2025-07-07T07:15:50Z,0,Ketika kemenham menjamin tersangka artinya kemenham sbg representasi pemerintah tdk melindungi kelompok minoritas Artinya negara ini memang,negative
@TIANEDITZz,"Propinsi Paling Intoleran di Indonesia Jawabarat masuk no urut satu.

Makanya gk maju""",2025-07-07T07:15:47Z,0,Propinsi Paling Intoleran di Indonesia Jawabarat masuk no urut satu Makanya gk maju,negative
@priyantisafitri3780,"mungkin mereka sedang melaksanakan suatu perintah utk berbuat dosa, seperti yg tertulis dlm kitabnya :
Demi Dzat yang diriku berada ditangan-Nya, jika kalian tidak berbuat dosa, Allah akan hilangkan kalian dan Allah akan datangkan kaum lain yang berdosa, lalu mereka pun minta ampun kepada Allah, Allah pun ampuni dosa mereka. (HR. Imam Muslim 2749)",2025-07-07T07:15:34Z,1,mungkin mereka sedang melaksanakan suatu perintah utk berbuat dosa seperti yg tertulis dlm kitabnya Demi Dzat yang diriku berada ditangan Nya jika kalian tidak berbuat dosa Allah akan hilangkan kalian dan Allah akan datangkan kaum lain yang berdosa lalu mereka pun minta ampun kepada Allah Allah pun ampuni dosa mereka HR Imam Muslim,negative
@historicalnews539,"PAK GURU KEREN .
   TAPI KALAU MAU JUJUR. PARA INTOLERAN ITU ADALAH ORANG2 YG BENAR2 DAN BAGUS DALAM MENGIKUTI AJARANNYA.. 
    Seperti :  
4LB4QAR4H 120.
SUN4N T1RMIDZ1 2531 & 2532.. Dan masih banyak Lagi.. !
     
""SEPERTI ITULAH"".",2025-07-07T07:15:31Z,0,PAK GURU KEREN TAPI KALAU MAU JUJUR PARA INTOLERAN ITU ADALAH ORANG YG BENAR DAN BAGUS DALAM MENGIKUTI AJARANNYA Seperti LBQARH SUNN TRMIDZ Dan masih banyak Lagi ! SEPERTI ITULAH,neutral
@gracebarn430,Lalu apa gunanya MUI?,2025-07-07T07:15:19Z,0,Lalu apa gunanya MUI?,neutral
@AthomasDo,"Sang Guru,  Indonesia ini NKRI tinggal tunggu waktu kalau pemerintah yang menangani keamanan dan kesatuan hanya melirik...",2025-07-07T07:15:15Z,0,Sang Guru Indonesia ini NKRI tinggal tunggu waktu kalau pemerintah yang menangani keamanan dan kesatuan hanya melirik,negative
@Paskovich-Tyronyst,Islam KTP doank. Bocil dipaksa mabok dicemplungin ke sumur itu Islam namanya? Kmn ulama pas ada kasus kyk gini? Emg negara tae ini.,2025-07-07T07:15:08Z,1,Islam KTP doank Bocil dipaksa mabok dicemplungin ke sumur itu Islam namanya? Kmn ulama pas ada kasus kyk gini? Emg negara tae ini,negative
@arikjayasantoso,Inilah penistaan yg sesungguhnya. Merusak rusuh nyerang umat lain atasnama islam. Yg sebenarnya islam gk pernah mengajarkan¹,2025-07-07T07:15:04Z,0,Inilah penistaan yg sesungguhnya Merusak rusuh nyerang umat lain atasnama islam Yg sebenarnya islam gk pernah mengajarkan,negative
@ariastagamers1161,Yang trakhir ditangkap ketua pac pdip,2025-07-07T07:15:03Z,0,Yang trakhir ditangkap ketua pac pdip,negative
@prastyawanto,Saya juga punya 1 masalah utama mas guru gembul orang orang dungu kuadrad hampir tidak pernah dan tidak pernah sama sekali nonton konten konten edukasi seperti ini 😂😂😂,2025-07-07T07:14:51Z,0,Saya juga punya masalah utama mas guru gembul orang orang dungu kuadrad hampir tidak pernah dan tidak pernah sama sekali nonton konten konten edukasi seperti ini,negative
@rehangemilang-4gl,"Tinggal di deklarasikan gak si secara resmi, regulasinya gimana..terus siarin ke TV2 pelosok biar yg primitive2 tau",2025-07-07T07:14:47Z,0,Tinggal di deklarasikan gak si secara resmi regulasinya gimana terus siarin ke TV pelosok biar yg primitive tau,negative
@giiopran,"nalar rendah, otak kosong",2025-07-07T07:14:42Z,0,nalar rendah otak kosong,negative
@AntoAnto-s3n,Dari BUAH-NYA TERLIHAT POHON-NYA....,2025-07-07T07:14:41Z,0,Dari BUAH NYA TERLIHAT POHON NYA,positive
@istorie.memories,"14:00 kalau pun KDM tetap pakai duit pribadinya, dg alasan jauh lebih ribet jika ingin menurunkan uang negara,  lebih baik tetep bilang aja ""dari pemerintah"". bukan ""uang pribadi"".
terlepas nanti uang pribadi nya diganti dg dana pemerintah klo sdh bisa di turunkan ataupun tidak diganti sama sekali
25:00 , banyak orang masih mikir klo Tuhan yg disembah hanyalah Tuhan dari golongan umatnya sendiri. Pdhl Allah swt juga Tuhan  Semesta Alam, artinya juga Tuhan semua umat manusia, artinya segala yg berputar dalam kehidupan manusia, rezeki umat manusia digerakan oleh Tuhan yang SATU itu, terlepas umat agama lain tidak menyembah Tuhan yg SATU itu.",2025-07-07T07:14:34Z,0,kalau pun KDM tetap pakai duit pribadinya dg alasan jauh lebih ribet jika ingin menurunkan uang negara lebih baik tetep bilang aja dari pemerintah bukan uang pribadi terlepas nanti uang pribadi nya diganti dg dana pemerintah klo sdh bisa di turunkan ataupun tidak diganti sama sekali banyak orang masih mikir klo Tuhan yg disembah hanyalah Tuhan dari golongan umatnya sendiri Pdhl Allah swt juga Tuhan Semesta Alam artinya juga Tuhan semua umat manusia artinya segala yg berputar dalam kehidupan manusia rezeki umat manusia digerakan oleh Tuhan yang SATU itu terlepas umat agama lain tidak menyembah Tuhan yg SATU itu,negative
@hsco4797,Ultra dun*u Pro Max 12/1tb,2025-07-07T07:14:29Z,0,Ultra dun u Pro Max tb,neutral
@adrianarachmaesti4122,"Sebrang depan rumah kami, mesjid yg dibangun sth 20 th kami tinggal

Bayangkan...setiap Minggu pagi selama 1 jam ada rutin dakwah pake Toa Keluar ..kami ga toleransi gimana coba",2025-07-07T07:14:21Z,0,Sebrang depan rumah kami mesjid yg dibangun sth th kami tinggal Bayangkan setiap Minggu pagi selama jam ada rutin dakwah pake Toa Keluar kami ga toleransi gimana coba,negative
@WarnitiPriska-g8p,"Fir'aun melarang bangsa Israel untuk ibadah, alhasil mesir dapat tulah, ngeri saudara ku anak sulung meninggal,",2025-07-07T07:13:42Z,0,Fir aun melarang bangsa Israel untuk ibadah alhasil mesir dapat tulah ngeri saudara ku anak sulung meninggal,negative
@amaimon-v2s,dah jelas ini anak buah ono,2025-07-07T07:13:39Z,0,dah jelas ini anak buah ono,negative
@margarethasidabutar9024,"Pak gembul..ndak semua sih org2 muslim kek gini! TAPI MEMANG BANYAK YG BEGINI!! kami pindah ke suatu perumahan, anak saya yg kecil perempuan klas 5sd waktu itu..kluar naik sepeda...eh..ada rombongan anak2 sebantar anak saya perempuan juga bilang begini...bangsat kristen ngapain disini, tdk ada gereja disini😂..anak saya liat saja sambil bingung! Saat pulang dia cerita bdak nangis sih, saya bilang ke anak saya kamu bicara ndak, ndak aku balas katanya! Bagus! Seperti itu lah org tua mereka😂..itu kata saya! Jgn bergaul dgn mereka, nanti mulut kamu sama seperti anak2 kecil itu! SAYA LARANG ANAK SAYA BERMAIN DGN ANAK ITU, SEDANG TEMEN NYA YG LAIN MAU BERMAIN DGN ANAK SAYA, SAYA BIARKAN! ASAL JGN ANAK ITU, TAKUT NULAR KARAKTER NYA SUDAH JAHAT! 🙏👍",2025-07-07T07:13:32Z,0,Pak gembul ndak semua sih org muslim kek gini! TAPI MEMANG BANYAK YG BEGINI!! kami pindah ke suatu perumahan anak saya yg kecil perempuan klas sd waktu itu kluar naik sepeda eh ada rombongan anak sebantar anak saya perempuan juga bilang begini bangsat kristen ngapain disini tdk ada gereja disini anak saya liat saja sambil bingung! Saat pulang dia cerita bdak nangis sih saya bilang ke anak saya kamu bicara ndak ndak aku balas katanya! Bagus! Seperti itu lah org tua mereka itu kata saya! Jgn bergaul dgn mereka nanti mulut kamu sama seperti anak kecil itu! SAYA LARANG ANAK SAYA BERMAIN DGN ANAK ITU SEDANG TEMEN NYA YG LAIN MAU BERMAIN DGN ANAK SAYA SAYA BIARKAN! ASAL JGN ANAK ITU TAKUT NULAR KARAKTER NYA SUDAH JAHAT!,negative
@doumoz-dc4nk,i indonesia emas 2,2025-07-07T07:13:31Z,0,i indonesia emas,positive
@rinaldim8922,Harusnya ulama dan ustad2 terkenal Indonesia mereaksi dan berkomentar soal ini,2025-07-07T07:13:18Z,0,Harusnya ulama dan ustad terkenal Indonesia mereaksi dan berkomentar soal ini,negative
@ArtShare-15,"Jangan salahkan agamanya bung,
Agama itu untuk orang "" berfikir tapi bukan seperti ini harusnya.",2025-07-07T07:13:03Z,0,Jangan salahkan agamanya bung Agama itu untuk orang berfikir tapi bukan seperti ini harusnya,neutral
@sukaryonokaryono3789,"Pak guru gembul bahasanya sopan banget...
Bernalar rendah...mngkin dlm bahasa Jawa pekok...bukan peka..
Sayangnya di negri kita buanyak yg kayak gitu...
Dikit2 marah.. ngerusak...tersinggung ngsmuuuk...
Mngkin otaknya dri parutan singkong kli ya...kasiiiian deh mereka.
Hatur nuhun pak.gembul",2025-07-07T07:13:03Z,0,Pak guru gembul bahasanya sopan banget Bernalar rendah mngkin dlm bahasa Jawa pekok bukan peka Sayangnya di negri kita buanyak yg kayak gitu Dikit marah ngerusak tersinggung ngsmuuk Mngkin otaknya dri parutan singkong kli ya kasiian deh mereka Hatur nuhun pak gembul,negative
@repindosimanjuntak9609,Setuju pa'guru...jgn bentar2 kasih duit...lihat2 dulu..sekarang bp aing itu dianggap sinterklas!!!,2025-07-07T07:13:02Z,0,Setuju pa guru jgn bentar kasih duit lihat dulu sekarang bp aing itu dianggap sinterklas!!,negative
@tjanhasan5450,"MUI doyan urusin makanan orang yg ga seiman.gua bingung babi di kepohin.apa mungkin mui bisa ngasih label halal.jika tidak bisa,ngapain diributin.😅 aneh.",2025-07-07T07:12:56Z,0,MUI doyan urusin makanan orang yg ga seiman gua bingung babi di kepohin apa mungkin mui bisa ngasih label halal jika tidak bisa ngapain diributin aneh,negative
@farrelarden5485,"Emang ajaran nya begitu , masa mui mau mengecam umat yg menjalankan ajaran  agamanya 😂",2025-07-07T07:12:54Z,2,Emang ajaran nya begitu masa mui mau mengecam umat yg menjalankan ajaran agamanya,negative
@januardi8993,"pak gembul, apa mungkin warga minoritas bersatu dan membuat negaranya di wilayah mayoritas masing masing. seperti ntt dan papua, sulawesi dan sumatra . karna dari dulu persoalan sentimen negatif selalu muncul dan negara tidak menyelesaikan masalah tsb",2025-07-07T07:12:37Z,0,pak gembul apa mungkin warga minoritas bersatu dan membuat negaranya di wilayah mayoritas masing masing seperti ntt dan papua sulawesi dan sumatra karna dari dulu persoalan sentimen negatif selalu muncul dan negara tidak menyelesaikan masalah tsb,negative
@syahadatt,"Pak GURU GEMBUL hentikan konten anda membahas agama, efeknya bisa memicu kemarahan ke kampung pedalaman yang notabene minoritas muslim, anda akan tanggung jawab bila hal ini sampai terjadi, jadi STOP.",2025-07-07T07:12:36Z,1,Pak GURU GEMBUL hentikan konten anda membahas agama efeknya bisa memicu kemarahan ke kampung pedalaman yang notabene minoritas muslim anda akan tanggung jawab bila hal ini sampai terjadi jadi STOP,negative
@madepujana2193,"Kapolrinya. Kan seorang Nasrani ,Mentri Ham Katolik apa yg bisa diperbuat unt bisa membuat nyaman sesama se keyakinan dlm beribadah memuja Tuhan.❤",2025-07-07T07:12:32Z,0,Kapolrinya Kan seorang Nasrani Mentri Ham Katolik apa yg bisa diperbuat unt bisa membuat nyaman sesama se keyakinan dlm beribadah memuja Tuhan,neutral
@OmaElly-ss5tr,"Khususnya Jabar memang sangat rawan untuk umat Nasrani melakukan kegiatan apapun,,,..😂😂😂 intoleransi so SDH pasti",2025-07-07T07:12:30Z,0,Khususnya Jabar memang sangat rawan untuk umat Nasrani melakukan kegiatan apapun intoleransi so SDH pasti,negative
@megamino93,"25:35 Guru Gembul, anda nyenggol siapa itu HAHHAHAHAHHAHAHA",2025-07-07T07:12:26Z,0,Guru Gembul anda nyenggol siapa itu HAHHAHAHAHHAHAHA,negative
@pelipurlara9556,"MUI sudah tdk berfungsi sbgmn mestinya, hrs segera d reformasi ulang. orang2 yg duduk d kepengurusan mui tdk melakukan pekerjaannya scr profesional.",2025-07-07T07:12:18Z,28,MUI sudah tdk berfungsi sbgmn mestinya hrs segera d reformasi ulang orang yg duduk d kepengurusan mui tdk melakukan pekerjaannya scr profesional,negative
